"Step","shared_encoder_v2 - generated R distribution"
"102","{""_type"":""histogram"",""values"":[5,29,61,131,348,574,998,1630,2356,3146,4098,4908,5738,6359,7029,7704,8315,8936,9664,10348,11146,11813,12360,13250,14180,15076,15747,16735,17768,18625,20070,21010,22424,23287,25013,26358,27934,29400,31763,33722,35570,38482,42317,46794,52644,58047,60814,56555,50009,41158,30710,19934,12169,6819,3671,1645,717,284,105,46,15,12,0,1],""bins"":[15.617631912231445,19.35798141360283,23.098330914974213,26.838680416345596,30.57902991771698,34.319379419088364,38.05972892045975,41.80007842183113,45.540427923202515,49.2807774245739,53.02112692594528,56.761476427316666,60.50182592868805,64.24217543005943,67.98252493143082,71.7228744328022,75.46322393417358,79.20357343554497,82.94392293691635,86.68427243828773,90.42462193965912,94.1649714410305,97.90532094240189,101.64567044377327,105.38601994514465,109.12636944651604,112.86671894788742,116.6070684492588,120.34741795063019,124.08776745200157,127.82811695337296,131.56846645474434,135.30881595611572,139.0491654574871,142.7895149588585,146.52986446022987,150.27021396160126,154.01056346297264,157.75091296434402,161.4912624657154,165.2316119670868,168.97196146845818,172.71231096982956,176.45266047120094,180.19300997257233,183.9333594739437,187.6737089753151,191.41405847668648,195.15440797805786,198.89475747942924,202.63510698080063,206.375456482172,210.1158059835434,213.85615548491478,217.59650498628616,221.33685448765755,225.07720398902893,228.81755349040031,232.5579029917717,236.29825249314308,240.03860199451447,243.77895149588585,247.51930099725723,251.25965049862862,255]}"
"107","{""_type"":""histogram"",""values"":[16,114,506,1961,5519,12137,20162,28588,34943,38095,39427,39878,40864,41360,40833,39743,38435,37285,34983,32901,30792,28719,26779,25303,23320,22042,20634,19514,18782,17579,16916,16391,15337,14728,14152,13472,13052,12721,12268,11579,11466,10998,10793,10493,10249,10445,10388,10125,9589,8488,7525,6704,5863,5249,4620,3936,3207,2425,1719,1158,681,357,151,117],""bins"":[16.40576934814453,20.133804440498352,23.861839532852173,27.589874625205994,31.317909717559814,35.045944809913635,38.773979902267456,42.50201499462128,46.2300500869751,49.95808517932892,53.68612027168274,57.41415536403656,61.14219045639038,64.8702255487442,68.59826064109802,72.32629573345184,76.05433082580566,79.78236591815948,83.5104010105133,87.23843610286713,90.96647119522095,94.69450628757477,98.42254137992859,102.15057647228241,105.87861156463623,109.60664665699005,113.33468174934387,117.06271684169769,120.79075193405151,124.51878702640533,128.24682211875916,131.97485721111298,135.7028923034668,139.43092739582062,143.15896248817444,146.88699758052826,150.61503267288208,154.3430677652359,158.07110285758972,161.79913794994354,165.52717304229736,169.25520813465118,172.983243227005,176.71127831935883,180.43931341171265,184.16734850406647,187.8953835964203,191.6234186887741,195.35145378112793,199.07948887348175,202.80752396583557,206.5355590581894,210.2635941505432,213.99162924289703,217.71966433525085,221.44769942760468,225.1757345199585,228.90376961231232,232.63180470466614,236.35983979701996,240.08787488937378,243.8159099817276,247.54394507408142,251.27198016643524,255.00001525878906]}"
"112","{""values"":[1,2,1,2,6,16,18,35,58,29,73,85,94,127,174,239,288,328,387,465,545,713,841,1071,1246,1498,1786,2206,2680,3155,3817,4666,5541,6812,8476,10346,12674,15790,20123,24463,31021,38858,47655,57591,67164,75673,82413,86170,84109,79629,71513,60968,48214,35217,23304,13927,7643,3819,1697,693,266,110,36,9],""_type"":""histogram"",""bins"":[30.050180435180664,33.28584083914757,36.52150124311447,39.757161647081375,42.99282205104828,46.22848245501518,49.464142858982086,52.69980326294899,55.935463666915894,59.1711240708828,62.4067844748497,65.6424448788166,68.87810528278351,72.11376568675041,75.34942609071732,78.58508649468422,81.82074689865112,85.05640730261803,88.29206770658493,91.52772811055183,94.76338851451874,97.99904891848564,101.23470932245255,104.47036972641945,107.70603013038635,110.94169053435326,114.17735093832016,117.41301134228706,120.64867174625397,123.88433215022087,127.11999255418777,130.35565295815468,133.59131336212158,136.82697376608849,140.0626341700554,143.2982945740223,146.5339549779892,149.7696153819561,153.005275785923,156.2409361898899,159.4765965938568,162.71225699782372,165.94791740179062,169.18357780575752,172.41923820972443,175.65489861369133,178.89055901765823,182.12621942162514,185.36187982559204,188.59754022955894,191.83320063352585,195.06886103749275,198.30452144145966,201.54018184542656,204.77584224939346,208.01150265336037,211.24716305732727,214.48282346129417,217.71848386526108,220.95414426922798,224.18980467319489,227.4254650771618,230.6611254811287,233.8967858850956,237.1324462890625]}"
"117","{""values"":[7,9,34,97,249,609,1312,2433,4087,6244,8638,11281,14028,16210,18383,20734,22200,23519,24693,25477,26191,26665,27165,27549,27800,27694,28085,28399,28709,29091,28767,29269,29512,29662,29796,29763,29885,29281,29460,29811,29817,30292,31133,32297,33128,31878,27181,21107,14775,9979,6166,3464,1935,966,588,333,255,177,129,74,48,29,16,11],""_type"":""histogram"",""bins"":[0,3.984375,7.96875,11.953125,15.9375,19.921875,23.90625,27.890625,31.875,35.859375,39.84375,43.828125,47.8125,51.796875,55.78125,59.765625,63.75,67.734375,71.71875,75.703125,79.6875,83.671875,87.65625,91.640625,95.625,99.609375,103.59375,107.578125,111.5625,115.546875,119.53125,123.515625,127.5,131.484375,135.46875,139.453125,143.4375,147.421875,151.40625,155.390625,159.375,163.359375,167.34375,171.328125,175.3125,179.296875,183.28125,187.265625,191.25,195.234375,199.21875,203.203125,207.1875,211.171875,215.15625,219.140625,223.125,227.109375,231.09375,235.078125,239.0625,243.046875,247.03125,251.015625,255]}"
"122","{""values"":[1,0,15,57,150,363,738,1187,1929,2906,3826,4848,5966,6863,7869,8606,9348,10169,11115,11569,12316,13394,13815,14691,15833,16467,17351,18532,19544,20642,21618,22636,24051,25277,26664,27666,29441,30577,31755,33414,35492,36731,39711,44562,50024,54251,53699,49161,43070,36445,28043,20517,13943,8957,5362,2911,1404,648,276,104,40,13,1,2],""_type"":""histogram"",""bins"":[6.033913612365723,9.784690722823143,13.535467833280563,17.286244943737984,21.037022054195404,24.787799164652824,28.538576275110245,32.289353385567665,36.040130496025085,39.790907606482506,43.541684716939926,47.29246182739735,51.04323893785477,54.79401604831219,58.54479315876961,62.29557026922703,66.04634737968445,69.79712449014187,73.54790160059929,77.29867871105671,81.04945582151413,84.80023293197155,88.55101004242897,92.30178715288639,96.05256426334381,99.80334137380123,103.55411848425865,107.30489559471607,111.05567270517349,114.80644981563091,118.55722692608833,122.30800403654575,126.05878114700317,129.8095582574606,133.56033536791801,137.31111247837543,141.06188958883286,144.81266669929028,148.5634438097477,152.31422092020512,156.06499803066254,159.81577514111996,163.56655225157738,167.3173293620348,171.06810647249222,174.81888358294964,178.56966069340706,182.32043780386448,186.0712149143219,189.82199202477932,193.57276913523674,197.32354624569416,201.07432335615158,204.825100466609,208.57587757706642,212.32665468752384,216.07743179798126,219.82820890843868,223.5789860188961,227.32976312935352,231.08054023981094,234.83131735026836,238.58209446072578,242.3328715711832,246.08364868164062]}"
"127","{""values"":[2,8,29,125,401,1278,3254,6016,9993,13687,17408,20067,22181,23557,24656,24897,24613,24346,24192,23929,23463,22923,22602,21752,21867,21568,21191,20947,20876,20883,20835,20723,20514,21042,21183,21393,21670,21914,22223,22609,23105,23339,24093,25152,26058,27049,28821,29713,28933,25855,21975,18590,14911,11352,8120,5588,3668,2359,1531,805,413,184,83,62],""_type"":""histogram"",""bins"":[1.746082067489624,5.703174773603678,9.660267479717731,13.617360185831785,17.57445289194584,21.531545598059893,25.488638304173946,29.445731010288,33.402823716402054,37.35991642251611,41.31700912863016,45.274101834744215,49.23119454085827,53.18828724697232,57.145379953086376,61.10247265920043,65.05956536531448,69.01665807142854,72.97375077754259,76.93084348365664,80.8879361897707,84.84502889588475,88.8021216019988,92.75921430811286,96.71630701422691,100.67339972034097,104.63049242645502,108.58758513256907,112.54467783868313,116.50177054479718,120.45886325091124,124.41595595702529,128.37304866313934,132.3301413692534,136.28723407536745,140.2443267814815,144.20141948759556,148.1585121937096,152.11560489982367,156.07269760593772,160.02979031205177,163.98688301816583,167.94397572427988,171.90106843039393,175.858161136508,179.81525384262204,183.7723465487361,187.72943925485015,191.6865319609642,195.64362466707826,199.6007173731923,203.55781007930636,207.51490278542042,211.47199549153447,215.42908819764853,219.38618090376258,223.34327360987663,227.3003663159907,231.25745902210474,235.2145517282188,239.17164443433285,243.1287371404469,247.08582984656096,251.042922552675,255.00001525878906]}"
"132","{""_type"":""histogram"",""values"":[60,160,506,1559,4823,14744,35945,63538,86535,95406,90039,80896,71511,63053,54095,45143,38684,32387,27310,23197,19450,16906,14431,12596,11386,10099,9285,8360,7921,7300,6945,6435,6013,5743,5421,5205,5024,4734,4699,4413,4173,3962,3853,3609,3451,3153,2944,2701,2587,2433,2221,1996,1746,1639,1394,1190,995,795,600,441,319,202,102,113],""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"137","{""_type"":""histogram"",""values"":[91,188,492,964,1941,3486,5721,8690,11719,15165,18505,21643,25483,28433,30929,32613,34044,35292,35241,36122,35536,35323,34760,33894,33327,32175,31404,30506,29311,28482,28067,27138,26390,25505,24447,23733,22593,21363,20717,19674,18621,17640,16698,14984,13115,11004,9456,8123,6886,5680,4413,3327,2291,1773,1223,815,528,384,216,141,72,37,28,14],""bins"":[0,3.984375,7.96875,11.953125,15.9375,19.921875,23.90625,27.890625,31.875,35.859375,39.84375,43.828125,47.8125,51.796875,55.78125,59.765625,63.75,67.734375,71.71875,75.703125,79.6875,83.671875,87.65625,91.640625,95.625,99.609375,103.59375,107.578125,111.5625,115.546875,119.53125,123.515625,127.5,131.484375,135.46875,139.453125,143.4375,147.421875,151.40625,155.390625,159.375,163.359375,167.34375,171.328125,175.3125,179.296875,183.28125,187.265625,191.25,195.234375,199.21875,203.203125,207.1875,211.171875,215.15625,219.140625,223.125,227.109375,231.09375,235.078125,239.0625,243.046875,247.03125,251.015625,255]}"
"142","{""values"":[46,103,332,906,2212,4869,9216,15154,22456,29937,38119,44564,47702,47958,47021,44584,41879,38635,35575,32578,30362,28151,26722,24900,23363,22516,21878,21001,20256,20079,19705,19337,18719,18646,18651,18073,17844,17236,16618,15975,15186,14420,13314,12359,11351,10492,9109,7960,6728,5323,4408,3553,2799,2419,1734,1265,826,600,384,199,113,71,44,41],""_type"":""histogram"",""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"147","{""_type"":""histogram"",""values"":[13,35,115,656,2178,5577,11951,21253,31278,41732,50778,57117,59918,59320,56157,51233,45979,40882,36547,32095,28421,25520,23115,20930,19335,17756,16723,15838,15032,14223,13756,13205,13189,12565,12683,12438,12139,11807,11690,11477,11107,10755,10476,9961,9853,9025,8560,8068,7424,6598,5860,5125,4438,3754,3129,2417,1830,1280,906,603,356,176,131,88],""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"152","{""values"":[2,0,4,33,106,414,1351,4196,9310,15650,20596,24359,27115,29772,31283,32715,34480,35817,36113,36513,36602,36220,34961,34156,33201,32228,31018,29732,28478,27125,25900,24974,23841,22485,21456,20398,19702,18450,17525,16648,15709,15009,14179,13558,12733,12169,11397,10973,10071,9694,8904,8056,7145,5898,4787,3868,3071,2317,1658,1069,676,367,191,148],""_type"":""histogram"",""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
