"Step","shared_encoder_v2 - generated G distribution"
"967","{""_type"":""histogram"",""values"":[117,319,1172,3863,10144,19799,28905,34882,36067,36012,35511,35948,36390,36553,36415,36407,36286,35086,34480,33150,31595,30374,28270,26812,25225,23571,22018,20753,19699,18602,17515,16838,16049,15628,14773,14368,13595,13183,12849,12439,11943,11623,11287,10923,10346,10246,9826,9038,8434,7438,6569,5239,4127,3154,2311,1637,1133,699,452,251,119,67,29,23],""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"972","{""_type"":""histogram"",""values"":[28,65,209,543,1266,2922,5398,8185,10388,12973,15136,17558,20440,22828,25818,28477,30559,31780,31736,30964,30056,28744,27376,26385,25444,23931,23459,23058,22734,22278,21764,21387,21444,21141,20873,20689,20520,20646,20520,20441,20106,20376,20432,20295,20499,20424,20676,20683,19251,18205,16996,15104,13333,11626,9323,7284,5299,3608,2245,1304,690,336,190,128],""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"977","{""_type"":""histogram"",""values"":[195,499,1280,3119,6225,10496,14644,17993,20341,22001,23305,24434,25251,26402,27578,27754,28418,28110,28240,28184,27773,27394,27477,27004,27047,26937,26715,26471,25718,25485,25550,25294,24836,24327,23409,23216,22396,21724,20983,19934,19453,18726,17867,17249,17314,17242,16770,16661,14544,10976,6965,4011,2285,1370,1000,679,501,327,212,123,78,34,20,10],""bins"":[0,3.984375,7.96875,11.953125,15.9375,19.921875,23.90625,27.890625,31.875,35.859375,39.84375,43.828125,47.8125,51.796875,55.78125,59.765625,63.75,67.734375,71.71875,75.703125,79.6875,83.671875,87.65625,91.640625,95.625,99.609375,103.59375,107.578125,111.5625,115.546875,119.53125,123.515625,127.5,131.484375,135.46875,139.453125,143.4375,147.421875,151.40625,155.390625,159.375,163.359375,167.34375,171.328125,175.3125,179.296875,183.28125,187.265625,191.25,195.234375,199.21875,203.203125,207.1875,211.171875,215.15625,219.140625,223.125,227.109375,231.09375,235.078125,239.0625,243.046875,247.03125,251.015625,255]}"
"982","{""values"":[24,77,321,1543,6936,19403,31620,37233,39188,39429,39521,40536,42549,44732,46869,48111,47366,44830,41523,37467,33292,28821,25388,22507,20607,18489,16979,15581,14526,13790,12850,12215,11748,11166,10933,10642,10329,9740,9722,9378,9253,9308,9240,9152,8669,8541,8521,8323,7884,7371,6701,6025,5210,4443,3762,2653,2076,1418,912,541,310,156,72,54],""_type"":""histogram"",""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"987","{""_type"":""histogram"",""values"":[139,256,750,1731,3234,5395,7954,10509,12881,14586,16439,18434,20103,21993,23462,25014,26187,26748,27548,27179,27406,27269,27091,27116,26889,26769,26953,26629,26945,27190,26902,27000,27155,26918,26621,26492,25886,25393,25058,24360,23669,23205,22739,23139,23115,22542,20234,17407,14817,10113,7538,5248,3488,2717,2079,1570,1043,633,331,198,97,36,20,14],""bins"":[0,3.984375,7.96875,11.953125,15.9375,19.921875,23.90625,27.890625,31.875,35.859375,39.84375,43.828125,47.8125,51.796875,55.78125,59.765625,63.75,67.734375,71.71875,75.703125,79.6875,83.671875,87.65625,91.640625,95.625,99.609375,103.59375,107.578125,111.5625,115.546875,119.53125,123.515625,127.5,131.484375,135.46875,139.453125,143.4375,147.421875,151.40625,155.390625,159.375,163.359375,167.34375,171.328125,175.3125,179.296875,183.28125,187.265625,191.25,195.234375,199.21875,203.203125,207.1875,211.171875,215.15625,219.140625,223.125,227.109375,231.09375,235.078125,239.0625,243.046875,247.03125,251.015625,255]}"
"992","{""_type"":""histogram"",""values"":[65,165,530,2200,7580,17181,25776,30667,32635,33940,35436,37654,40476,43406,44970,44594,42471,39892,37099,33559,30346,27494,25506,23438,21757,20493,19083,17605,16998,15841,15195,14359,13875,13606,13116,12738,12319,12183,11971,11899,11920,11745,11588,11594,11469,11274,11140,10500,10088,9104,8183,7258,6006,4861,3824,2797,2048,1270,832,447,250,143,74,43],""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"997","{""values"":[73,208,629,1914,4989,11862,19574,25689,28937,31476,34100,38070,42176,45558,47460,47642,45215,41458,37404,33223,29800,26927,24644,22596,21301,19912,19180,17847,17161,16370,15711,15573,14936,14539,14254,13875,13677,13580,13222,12997,12794,12951,12721,12563,12547,12343,12171,11733,10545,8579,7371,6268,5331,4309,3411,2550,1838,1184,699,435,271,106,56,41],""_type"":""histogram"",""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"1002","{""_type"":""histogram"",""values"":[188,422,1089,2452,4532,7285,10311,13047,15384,17096,18432,19574,20951,21681,22551,23732,24406,25096,25489,25841,26273,26560,26971,27243,27348,27463,28018,27923,28043,28320,28144,28118,27499,27189,27175,26648,25840,25209,24502,23843,22875,22086,21610,20976,20983,21050,20365,17362,13974,10356,6437,3719,2580,1887,1507,1117,724,490,315,135,90,24,13,13],""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"1007","{""_type"":""histogram"",""values"":[93,202,620,1321,2510,4479,7292,10115,13010,15776,17851,19835,22045,23861,25436,27104,28684,29762,30626,30587,30396,30384,29694,28929,28649,28017,27334,27047,26583,26007,25302,24740,24024,23819,23363,22675,22153,21706,20818,20200,19891,19142,18703,18551,18098,18426,18418,17528,15932,12773,10329,8818,7116,5816,4895,3735,2809,1952,1212,687,334,208,86,68],""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"1012","{""values"":[119,282,915,2091,4190,7888,11915,15907,18551,21189,22902,24623,26220,27940,28774,29216,29017,29213,29173,28627,28068,27221,26721,26395,25706,25623,24621,24624,24551,24274,23929,23653,23677,23245,22796,23038,22147,21884,21576,21067,20419,19952,19247,18921,18714,18721,18460,17100,15051,10961,7399,5523,4320,3458,2577,1768,1135,623,309,182,90,39,23,16],""_type"":""histogram"",""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"1017","{""values"":[218,477,1103,2404,3996,5793,7559,9229,10335,11454,12623,13519,14408,15371,16427,16958,17901,18736,19684,20479,21589,22173,23322,23711,24766,25822,26453,27477,27977,28510,28879,30098,30169,30707,30843,30867,30837,30629,30181,30293,30045,30585,31292,33387,35271,31928,27533,22132,14867,7269,3235,1629,1325,1140,951,774,583,367,179,70,27,5,2,3],""_type"":""histogram"",""bins"":[0,3.984374761581421,7.968749523162842,11.953124284744263,15.937499046325684,19.921873807907104,23.906248569488525,27.890623331069946,31.874998092651367,35.85937285423279,39.84374761581421,43.82812237739563,47.81249713897705,51.79687190055847,55.78124666213989,59.76562142372131,63.749996185302734,67.73437094688416,71.71874570846558,75.703120470047,79.68749523162842,83.67186999320984,87.65624475479126,91.64061951637268,95.6249942779541,99.60936903953552,103.59374380111694,107.57811856269836,111.56249332427979,115.5468680858612,119.53124284744263,123.51561760902405,127.49999237060547,131.4843671321869,135.4687418937683,139.45311665534973,143.43749141693115,147.42186617851257,151.406240940094,155.39061570167542,159.37499046325684,163.35936522483826,167.34373998641968,171.3281147480011,175.31248950958252,179.29686427116394,183.28123903274536,187.26561379432678,191.2499885559082,195.23436331748962,199.21873807907104,203.20311284065247,207.1874876022339,211.1718623638153,215.15623712539673,219.14061188697815,223.12498664855957,227.109361410141,231.0937361717224,235.07811093330383,239.06248569488525,243.04686045646667,247.0312352180481,251.01560997962952,254.99998474121094]}"
